,epoch,avg_loss_D,std_loss_D,avg_loss_G,std_loss_G
84,135,0.37964082107656577,0.17433194548676134,39.87059694741894,5.887020131510992
85,136,0.3767259327760842,0.17375111702725965,39.80406513914919,5.777451826328326
86,137,0.3753633083254502,0.1753676433884402,39.861684898399524,5.86682838582549
87,138,0.3720484538095942,0.1686718382451142,39.84526799588623,5.9226341279542485
88,139,0.3757769531881902,0.17286022082827612,39.65723762129949,5.810978439889403
89,140,0.3785928639906075,0.17072512184003108,39.43952597467475,5.793858431171706
90,141,0.37684936961299836,0.1743295654416284,39.31111667378824,5.7553024800117445
91,142,0.372825449583535,0.17062691533577684,39.42202242254661,5.69191535364849
92,143,0.3758595993181509,0.1713510176249536,39.52493617726904,5.780272415145094
93,144,0.37524158750644865,0.16836969058398643,39.220130196546016,5.734468680759746
94,145,0.37621460806419005,0.16959161601645423,39.129335239010544,5.633377465929206
95,146,0.3768680429188895,0.1709780002850076,39.0915598407428,5.724210989681272
96,147,0.378723352032349,0.1689700453685009,39.048365523027506,5.6583384162172745
97,148,0.3761820670046032,0.16765219074229462,38.996133144470285,5.689828926667011
98,149,0.3778320401148518,0.17176536491821442,38.90784868944501,5.697125270060701
99,150,0.37178888803201887,0.16791765054586075,38.83222904117342,5.5815615596548644
100,151,0.37003111427835617,0.16831545380394097,38.78447466850736,5.532470400308797
101,152,0.3775363212547034,0.16856915256467303,38.643273227218984,5.66792087976782
102,153,0.37197541256236866,0.1674120937038594,38.64169261587127,5.626051956926052
103,154,0.3755423983294444,0.1668300033468662,38.42516805364537,5.546345826440833
104,155,0.3734098175549158,0.16753921446301415,38.58866219166373,5.71884426854545
105,156,0.3738920678141217,0.17083771117753563,38.43520558944127,5.58276540130191
106,157,0.3748730173077021,0.1682575576611063,38.33476222890614,5.532433041803248
107,158,0.3728281540020824,0.1629559569334543,38.24187077728121,5.432064200962004
108,159,0.37499922692552934,0.16801230518283541,38.30416130871695,5.487355296721629
109,160,0.37221733657979467,0.1673663088926511,38.192669388674126,5.471303255677349
110,161,0.37492258021709024,0.16740472217813,38.13834688427226,5.4851640424786785
111,162,0.37355977798709433,0.1651146908667953,38.02755426613462,5.420186462633666
112,163,0.3738457579358272,0.1648230916208688,37.971083391522384,5.498355687777898
113,164,0.37782514136902606,0.16281066093387694,37.878119115403216,5.474489274149368
114,165,0.3756135636148078,0.16392395087043052,37.840635385539095,5.2368726469900455
115,166,0.3742393900271305,0.16252024260147052,37.767735028164516,5.354725123435978
116,167,0.3720429903191073,0.1616737153450531,37.7695840590137,5.36608537525528
117,168,0.3755206383950801,0.16764620270059777,37.62618914889819,5.371904806722148
118,169,0.3751206973851135,0.1638197539334206,37.616999315043714,5.28419580976677
119,170,0.3720224139557481,0.16395595962971501,37.57264869535825,5.238181421615428
120,171,0.3742083866360723,0.16359131461566984,37.402303874066014,5.387303877068835
121,172,0.3719194780366209,0.16336981430349007,37.513245727141026,5.343512260228289
122,173,0.3747562288619366,0.16022905895893244,37.36184900197957,5.269710081579848
123,174,0.37234328689679674,0.16374443955846574,37.36322157641217,5.343796872319289
124,175,0.3723375504593203,0.1620180774308909,37.19698336774032,5.259092203770995
125,176,0.3758765887217224,0.16079161940640802,37.09095234762452,5.182510774916164
126,177,0.3732073314124115,0.1610038662821471,37.236601817545306,5.248522480421554
127,178,0.3727696247378707,0.16470430115437507,37.08286560262465,5.077695125058393
128,179,0.37211648929649077,0.16246734042570932,37.04735679620397,5.213562147267048
129,180,0.3719741952676206,0.16120248400317638,36.97330072056191,5.1955899646277315
130,181,0.37629407609549087,0.15981537797988166,36.888773997182284,5.119529241397035
131,182,0.37470110911115734,0.16272456426463308,36.856352733431855,5.114512552671198
132,183,0.3743475045583975,0.16063581614152903,36.74351919400819,5.182594243231296
133,184,0.3726136667423717,0.15973744111838575,36.78222982990015,5.097940512091283
134,185,0.37303525138322247,0.1587846782764066,36.7115910510219,5.181852408463103
135,186,0.37433522633221034,0.16158278254925762,36.66368772768531,5.089969694073788
136,187,0.376829213633273,0.16133336020574746,36.49192984441287,5.167509644363438
137,188,0.37713064137548186,0.160814684626227,36.48638224704136,5.105235404111337
