,epoch,avg_loss_D,std_loss_D,avg_loss_G,std_loss_G
0,51,0.4047662817108834,0.21409695831723044,47.148466935119096,8.063438861235154
1,52,0.40060936837217587,0.21373003972760815,47.18380517475704,8.099473469078909
2,53,0.39908917620955847,0.21235802335237125,46.99523805764212,8.137847882873967
3,54,0.3977792010467345,0.21269898701911963,46.93226385624738,8.103340080227976
4,55,0.3987243210584878,0.21458646746407756,46.62305063872947,7.862860370483057
5,56,0.3957939075102521,0.21078148231851776,46.697720368526234,7.897360688133897
6,57,0.39729499276143787,0.20914556603078885,46.38621649689794,7.898601062119036
7,58,0.39182003177447633,0.21061871219872305,46.25823778808069,7.548763518582814
8,59,0.39262410816316556,0.20593027774286723,46.05274413199688,7.49781166526307
9,60,0.39086877662378594,0.20733020623568682,46.2653061536228,7.77598722784171
10,61,0.39125556783540005,0.2073245392211467,46.00241862728313,7.6962060429621015
11,62,0.3910359372634453,0.20944523119258743,45.895772706425134,7.624292034676622
12,63,0.3920820795576732,0.2055875197069609,45.776536462491656,7.738056847379285
13,64,0.3911409843206425,0.2033892585893775,45.63718867191966,7.358915259462934
14,65,0.39106611150573317,0.20409712840782146,45.55950911746261,7.549968729443188
15,66,0.39153758764826324,0.20452980110573862,45.38948056290938,7.5871808833290695
16,67,0.38989199863882157,0.20463452093928683,45.56469198590681,7.505499942382294
17,68,0.396467888598907,0.2078941300439117,45.048568356372755,7.420101533668427
18,69,0.391260610326013,0.20017808298699485,45.29350785221605,7.594823013267723
19,70,0.39077262670460616,0.20600006355840347,45.27801102986676,7.511979909386971
20,71,0.39016317168266385,0.2045142883531718,45.132830212221286,7.57262486819287
21,72,0.39288013932699994,0.19833476574672998,44.844374159892865,7.333548150414131
22,73,0.39057705236747875,0.20038953892489908,44.83498723718914,7.234771434159687
23,74,0.3894238145235367,0.20568364598111571,44.812045190640355,7.411439582660069
24,75,0.3950589919826915,0.20384412820341916,44.48104092243159,7.268548267978233
25,76,0.38645549707976246,0.19961798240970807,44.77060068827357,7.35845601533661
26,77,0.39046952435345345,0.20007820985012995,44.41489365500184,7.230465160591326
27,78,0.39315384572941564,0.2016882600957469,44.39387918098829,7.250395378001571
28,79,0.3937381716755875,0.20304552623821936,44.28252084421698,7.1240148514699175
29,80,0.38908456898757604,0.19805905359929166,44.3717624736511,7.264633295134018
30,81,0.39087032511562503,0.19832707406375935,44.27932677429015,7.199767324194051
31,82,0.38889292655185315,0.20133364942119883,44.29390519325544,7.343985324756767
32,83,0.39207178564258993,0.19550156881330774,43.912904094697865,6.928843836746061
33,84,0.38892156162708214,0.196215597243065,44.114425195312016,7.025108550911423
34,85,0.39144541296283714,0.196619859001209,43.826574256997695,6.862789572091475
35,86,0.3927200473365049,0.1971789038519934,43.981068221757084,7.201696770619318
36,87,0.3926294323181962,0.19459467016436283,43.70384926065573,6.98223386051905
37,88,0.39276119754611927,0.19717405758595435,43.68540970001536,7.0897134268484985
38,89,0.3933654276502138,0.19782131699107405,43.63139687749451,6.849038870254107
39,90,0.3892775333828837,0.19383455017584705,43.6295441138606,7.013991446208319
40,91,0.3882384201574253,0.1914636854413921,43.42988805617667,6.674487367189332
41,92,0.3886973781596217,0.19197815661005974,43.59337534873384,6.985646832559898
42,93,0.39486441462852817,0.1971486227144457,43.29959326243958,6.877540812292911
43,94,0.3927783788018449,0.1934556860032978,43.27789585052243,6.819239870681198
44,95,0.3951279054091734,0.19182193546863274,43.18361879126984,6.82265927542105
45,96,0.3911378540552552,0.1924132498465405,43.316669882775415,6.910497651144448
46,97,0.3883072397471214,0.19620561006816722,43.38223147342974,7.019249525192415
47,98,0.3918054553848847,0.19140457342365733,43.23469360974098,6.908540622002924
48,99,0.38971284361082437,0.18830589572530002,43.24890982480881,6.819143961123108
49,100,0.3902666051280277,0.19314094688067235,43.03301875989843,6.841338596388573
50,101,0.39085805956265385,0.18800131331048422,42.87578642256445,6.7157146999857344
51,102,0.3923232846705091,0.19455154141901998,42.70114903475041,6.711209959857851
52,103,0.39281112826555964,0.1913607146171285,42.44760625070772,6.477434256932257
53,104,0.3896286456115545,0.19047033224973842,42.61153661152394,6.702191072345546
54,105,0.3906727538569868,0.1932483192829367,42.50931265108798,6.590287234717939
55,106,0.38767203882026124,0.1891089358162023,42.30375104036205,6.747201746209667
56,107,0.38570019898807867,0.1861823850548885,42.324956234069894,6.684306751168281
57,108,0.38703377181416726,0.18599647434510785,42.22491599456559,6.667555443892784
58,109,0.3878034506356354,0.18584555727227442,42.02373377704575,6.572232689588125
59,110,0.38837074807542715,0.18683491977333958,41.866125601320554,6.438997998292897
60,111,0.38748404333649106,0.1862781918306585,41.81085449541546,6.419213884502315
61,112,0.3846571373495347,0.18755160425667583,41.85032439137066,6.382628145705005
62,113,0.3838028391911757,0.1825754866440892,41.67706974576232,6.338514005932844
63,114,0.38571705637167575,0.1803112732424657,41.555876165007454,6.450816550025663
64,115,0.38739385965548506,0.18316723937378115,41.47265786701419,6.292175236490524
65,116,0.3821597803998528,0.18127835035015968,41.52112844378273,6.363544785212849
66,117,0.3834263291076615,0.18001163947070964,41.55813703541538,6.354165962547731
67,118,0.38303954202604157,0.18391643933269788,41.25509815328315,6.203861728176041
68,119,0.3843059310755044,0.18158391478855998,41.05359902252202,6.097060859763997
69,120,0.37930203100371024,0.1789306480503258,41.37442752964947,6.246582072772705
70,121,0.38537851753400965,0.17826743345260973,40.89229559924922,6.258332480809917
71,122,0.3857639733946663,0.18291537576448946,40.95991100847048,6.117880203514554
72,123,0.380178439571176,0.1803024155179059,40.89376996851733,6.264025438755621
73,124,0.3820869191871911,0.17765090589943663,40.66313995790914,6.141607212659354
74,125,0.3817853989153366,0.1795501962156357,40.650623665262486,6.073138261379057
75,126,0.38019153104002684,0.1791136276227664,40.508411884990466,6.006293287776787
76,127,0.3795487089975851,0.17876874339802082,40.6391719437677,6.184244984984388
77,128,0.38206804464096406,0.17638822764945256,40.49837763206709,6.206780999107564
78,129,0.3789130161380529,0.17436501598744705,40.30252835131306,5.84707683172335
79,130,0.3773736107827219,0.17703877950460722,40.30670993756998,5.947328264580096
80,131,0.3792202457494077,0.17527351254962648,40.15766647014858,5.99385647758778
81,132,0.37947670466568617,0.17606735626696235,40.08775873155383,5.823663129486507
82,133,0.37991857844154087,0.17615730534852708,40.03406516436611,5.9744598005103535
83,134,0.37882041424413315,0.17451162440077367,39.96904036872467,5.9401038393313
